"sample_id" "date" "time" "lat" "lon" "depth_min" "depth_max" "sample_volconc" "depth_max_round" "season" "station" "total_biomass_ug_m3" "Actinopterygii" "Annelida" "Appendicularia" "Bryozoa" "Cephalopoda" "Chaetognatha" "Cnidaria" "Copepoda" "Gastropoda" "Malacostraca" "Ostracoda" "Other" "Thaliacea" "Thecostraca"
"11" "2019_pos536_bongo20r_lrg" 2019-08-30 "22:30" 34 -37 0 100 75.28464 100 "Summer_2019" "G" 37768.229313068 3157.22766660019 28.9469824507685 5.49151241989493 0 0 161.120433149522 415.119447600022 1116.98885628264 4.6908237451523 2568.23585125882 22.8564959615244 30139.0109630335 10.9962148921646 137.544065673844
"12" "2019_pos536_bongo21l_lrg" 2019-08-30 "23:49" 34 -37 0 300 124.4676375 300 "Summer_2019" "G" 23065.8988940353 57.9358553089712 4.36545452386353 0.171444289454511 0 0 196.531279039323 29.7901053763841 292.021879148841 3.7822668729841 16402.6235635811 5.47498389823666 5989.27932886728 21.8366459692364 62.0860871597016
"13" "2019_pos536_bongo22r_lrg" 2019-09-01 "13:07" 33 -36 0 10 78.25194 10 "Summer_2019" "H" 269.042660196886 8.31329372251777 4.35659756150351 0.996009913465064 0 0 51.5583639173016 37.9081876271957 60.6441097280016 0 96.3235524874169 1.32854582811345 2.35549204893637 0 5.25850736243395
"14" "2019_pos536_bongo23r_lrg" 2019-09-01 "14:10" 33 -37 0 100 108.454815 100 "Summer_2019" "H" 12900.6705886821 9402.19868072938 21.9430111168257 5.63432831848567 0 34.9678868823567 347.430284503094 145.962262730103 470.218113551817 1.08705036748257 371.306944011069 11.500974891219 1240.97890691342 17.8550377249015 829.587106941973
"15" "2019_pos536_bongo24l_lrg" 2019-09-01 "15:26" 33 -37 0 300 273.683086875 300 "Summer_2019" "H" 1051.02552787878 10.8538815676724 6.36654894704661 2.58131114403017 0 0 169.527043140217 46.5224697419644 175.774231645474 0 368.192958949102 1.89266652392962 164.90782602276 71.7830159953999 32.623574201185
"16" "2019_pos536_bongo25r_lrg" 2019-09-02 "09:40" 34 -37 0 10 60.36336 10 "Summer_2019" "I" 892.582529072926 57.3842668614589 6.17007317055981 20.2287525899296 0 0 94.460681310239 61.0160937689552 155.556044078983 0 446.823668505367 7.71028511523391 26.4710968534411 0 16.7615668187583
"17" "2019_pos536_bongo26l_lrg" 2019-09-02 "10:35" 34 -37 0 100 70.02828 100 "Summer_2019" "I" 3717.32455911226 126.457573617687 13.4358542177548 1.04629185112512 0 2.95917675889447 129.420123166942 183.891391064612 130.94181169924 0.95493970048775 292.127513492948 0 2726.52044701582 55.0645874765524 54.5048490501899
"18" "2019_pos536_bongo27l_lrg" 2019-09-02 "11:49" 34 -37 0 300 273.683086875 300 "Summer_2019" "I" 3307.25940056309 411.221099330172 64.9647748769185 0.632228765780345 0 0 155.494193561332 31.0247557911117 177.841904427995 1.95902025318784 183.673555646306 4.47992173989106 2262.92205721237 7.76555600448002 5.28033295354466
"19" "2019_pos536_bongo28l_lrg" 2019-09-04 "08:02" 33 -33 0 10 65.5667325 10 "Summer_2019" "J" 35636.0478325076 138.841466354697 93.7409147015979 0.602757542196006 0 0 38.8422847768426 301.545417484567 169.633753467604 3.62137199818029 234.754533904083 0 34640.5646435262 8.42416484825456 5.47652390341796
"20" "2019_pos536_bongo29l_lrg" 2019-09-04 "08:59" 33 -33 0 100 91.6789725 100 "Summer_2019" "J" 6930.52223093997 5625.92402674827 0 1.75479503121 0 0 121.444596409409 286.736661593182 177.876116500516 10.8630402857357 397.394176525834 7.96966166018164 197.104735351264 0 103.454420834365
"21" "2019_pos536_bongo30r_lrg" 2019-09-04 "10:09" 33 -33 0 300 145.122165 300 "Summer_2019" "J" 775.098157334889 11.6372664695245 8.03583965567457 0 0 11.1573686202019 197.006377815052 33.5152578571595 224.098884661296 1.98892104077467 175.478695809453 2.87919556549705 79.3250010752531 0 29.9753487650037
"22" "2019_pos536_bongo3l_lrg" 2019-08-20 "07:00" 33.2625 -34.5648333333333 0 100 232.84827 100 "Summer_2019" "A" 2278.76193853505 310.268719354472 0 0.976353541820118 0 0 48.006281641732 56.4313392524328 584.353958588277 22.4733529446256 849.481997664614 6.72918523413291 276.302307391718 44.3821494370771 79.3562934841477
"23" "2019_pos536_bongo4l_lrg" 2019-08-23 "02:27" 33.15085 -39.9981666666667 0 10 49.787055 10 "Summer_2019" "B" 24223.5562396364 20.9829327803817 0 0 0 38.6654492014805 76.0581928523236 340.022162481066 1520.72814008647 5.88247753855966 4224.43590627891 177.814530974647 16316.3469704334 0 1502.61947700917
"24" "2019_pos536_bongo5l_lrg" 2019-08-23 "03:23" 33.1493333333333 -39.9995 0 100 155.889225 100 "Summer_2019" "B" 10445.1441375188 1287.24789739139 13.8828039611227 0 0.735196867986468 300.15271565149 113.167296035337 32.6536379311953 867.862547315661 8.57563311253169 2948.22769423507 36.0506692981519 4673.75500143915 111.973243657253 50.8598006224836
"25" "2019_pos536_bongo6l_lrg" 2019-08-23 "04:29" 33.1498333333333 -39.9985 0 300 288.527535 300 "Summer_2019" "B" 2505.83768816288 7.39198492773845 0.48821941513679 0.659425158539487 0 0 61.4160940117034 5.08421656301643 374.811393291991 1.32743029893785 367.841745612179 17.5308595757552 1547.49487289193 103.745747123775 18.0456992921727
"26" "2019_pos536_bongo7l_lrg" 2019-08-24 "23:56" 34.6276666666667 -39.381 0 10 131.309080714286 10 "Summer_2019" "C" 4187.5512080668 990.616162710905 0 1.40529732842116 0 2.67737448068439 16.6638916055858 152.850758066399 235.65363202384 9.9640218951703 1774.50913233816 46.3650685154723 764.699462611964 0 192.1464064902
"27" "2019_pos536_bongo8r_lrg" 2019-08-25 "01:04" 34.6423333333333 -39.4648333333333 0 100 122.97339 100 "Summer_2019" "C" 25362.101664577 17910.7820094875 1.63306992892869 0 0 0 133.138741016433 243.790829328483 2437.21899625195 1.11754135208759 2285.61141647192 73.8059663307289 2044.1883954957 49.1807902818492 181.63390863142
"28" "2019_pos536_bongo9r_lrg" 2019-08-25 "10:09" 34 -39 0 300 367.288155 300 "Summer_2019" "C" 38702.5952219411 90.5471417637402 8.17475349772085 0.304558219373827 0 2.16934613241232 83.4228726597804 48.2835932361815 621.438701633424 12.7896624629514 1934.38858919852 30.4766264989903 35252.7656244038 604.195450713686 13.6383015204791
"29" "2020_so279_bongo16a_lrg" 2020-12-22 "05:23" 33.2351666666667 -33.8108166666667 0 220 235.599 300 "Winter_2020" "N" 6678.86955839417 82.1145887662478 5.65165582954048 0 0 60.1584689552986 77.8986069936048 142.097045287841 542.333402485403 0 237.434805563618 1.29079976468382 5433.72447348183 96.1657112660953 0
"30" "2020_so279_bongo17a_lrg" 2020-12-22 "07:02" 33.2880333333333 -33.8242666666667 0 6 73.269 10 "Winter_2020" "N" 1657.21965878055 76.5263230799942 70.5439924325958 0 0 0 247.235418208031 28.3308047755108 151.839404967218 2.87708365789078 832.459816491013 0.256640983721045 185.4637469223 61.6864272622788 0
"31" "2020_so279_bongo18a_lrg" 2020-12-22 "07:41" 33.3073 -33.8285333333333 0 80 126.357 100 "Winter_2020" "N" 2110.68456230162 49.4733446104758 10.5300819914806 0.530394411869006 0 162.909349669082 163.603013334547 135.149417574482 221.290632020028 0 450.654940724461 4.5389281813111 820.806350714822 90.0550503336788 1.14305873537762
"32" "2020_so279_bongo1a_lrg" 2020-12-17 "04:03" 31.2732666666667 -29.5420166666667 0 5 89.2395 10 "Winter_2020" "K" 12768.4939587128 724.015002607047 30.8120131558457 0 0 0 96.2540334967724 713.843928001362 2850.1625880364 44.3597103592322 3474.00718133715 26.6725852826529 4793.90626918401 14.4606472523588 0
"33" "2020_so279_bongo22a_lrg" 2020-12-28 "01:50" 35.0695 -20.9118666666667 0 300 267.4875 300 "Winter_2020" "O" 1872.81150105705 37.1896844764175 17.9548938129798 1.41256455749346 0 0 52.7928320726564 248.04979095365 381.889830394198 0 931.217534441654 6.85582743419544 192.546635837585 0 2.90190707621976
"34" "2020_so279_bongo24a_lrg" 2020-12-28 "04:28" 35.1222833333333 -20.8416666666667 0 10 735.651 10 "Winter_2020" "O" 696.21765576053 11.4422884735924 4.22642812793127 0.0320210980166118 0 35.2602942536969 16.4354332549076 45.7590151384263 298.602166376543 0 170.153373526137 0.237863926029407 113.310117046134 0.758654539115904 0
"35" "2020_so279_bongo2a_lrg" 2020-12-17 "04:53" 31.2953 -29.5526166666667 0 82 133.371 100 "Winter_2020" "K" 3958.92650348601 347.712986625793 13.4053757503335 16.9588093227348 0 0 111.354279746256 817.838189376747 994.750175231179 0 1220.8828099458 16.5123521710301 404.445029648832 15.0664956672994 0
"36" "2020_so279_bongo3a_lrg" 2020-12-18 "22:30" 31.2444166666667 -33.9264666666667 0 8 75.096 10 "Winter_2020" "L" 2513.73623243451 177.23018493804 41.9814519837339 4.51444611401607 0 0 85.3738244664968 40.0433104665008 883.704303421746 15.1792709354259 754.821823218157 1.08012705866631 409.476810902464 100.330678929261 0
"37" "2020_so279_bongo4a_lrg" 2020-12-18 "23:10" 31.2599166666667 -33.944 0 122 116.529 100 "Winter_2020" "L" 21547.1056903246 18329.652200513 8.09066137291265 0 0 0 57.628705560526 1441.46563783678 376.686057937559 0 878.228767103504 2.83468880088705 452.518971199384 0 0
"38" "2020_so279_bongo7a_lrg" 2020-12-20 "17:58" 33.2923 -34.4928666666667 0 300 225.7395 300 "Winter_2020" "M" 1519.55286805175 35.8948527209989 37.6755192068705 0 0 0 62.5260499807818 38.1704647744038 400.352229839129 7.48002188835349 462.943003310663 2.54724343025959 435.691670699601 32.9239952555026 3.34781694518785
"39" "2020_so279_bongo8a_lrg" 2020-12-20 "20:05" 33.24745 -34.4743333333333 0 125 92.001 100 "Winter_2020" "M" 1844.94299142594 7.53390637818105 17.670619254353 0 0 12.8150019873346 85.0309193158719 74.9947076951674 352.939044269808 0 850.376371123847 1.31925768308062 442.263163718296 0 0
"40" "2020_so279_bongo9a_lrg" 2020-12-20 "21:08" 33.2238833333333 -34.4715333333333 0 11 59.3775 10 "Winter_2020" "M" 17288.1396769452 105.031882705421 104.565249323615 3.98190388960469 0 0 318.793380697546 261.353689302634 2428.80027959714 0 4894.72875322271 0 8908.39927225973 262.485265946765 0
